user_id,age,gender,region,facility_access,interest_team_vs_individual,interest_outdoor_preference,interest_competition_drive,interest_risk_tolerance,interest_creative_expression,interest_social_enjoyment,interest_endurance_interest,interest_power_interest,interest_speed_agility_interest,interest_spectator_engagement,interest_ambition_level,interest_strategy_preference,strength_endurance_self,strength_strength_self,strength_speed_self,strength_flexibility_self,strength_coordination_self,strength_agility_self,strength_reaction_time_self,strength_strategy_self,height_cm,weight_kg,bmi,sprint_100m_s,jump_cm,play_football_soccer,watch_football_soccer,enjoy_football_soccer,hours_football_soccer,pro_football_soccer,play_cricket,watch_cricket,enjoy_cricket,hours_cricket,pro_cricket,play_basketball,watch_basketball,enjoy_basketball,hours_basketball,pro_basketball,play_tennis,watch_tennis,enjoy_tennis,hours_tennis,pro_tennis,play_badminton,watch_badminton,enjoy_badminton,hours_badminton,pro_badminton,play_table_tennis,watch_table_tennis,enjoy_table_tennis,hours_table_tennis,pro_table_tennis,play_volleyball,watch_volleyball,enjoy_volleyball,hours_volleyball,pro_volleyball,play_swimming,watch_swimming,enjoy_swimming,hours_swimming,pro_swimming,play_athletics_track,watch_athletics_track,enjoy_athletics_track,hours_athletics_track,pro_athletics_track,play_cycling,watch_cycling,enjoy_cycling,hours_cycling,pro_cycling,play_martial_arts,watch_martial_arts,enjoy_martial_arts,hours_martial_arts,pro_martial_arts,play_boxing,watch_boxing,enjoy_boxing,hours_boxing,pro_boxing,play_gymnastics,watch_gymnastics,enjoy_gymnastics,hours_gymnastics,pro_gymnastics,play_archery,watch_archery,enjoy_archery,hours_archery,pro_archery,play_rock_climbing,watch_rock_climbing,enjoy_rock_climbing,hours_rock_climbing,pro_rock_climbing,play_rugby,watch_rugby,enjoy_rugby,hours_rugby,pro_rugby,play_weightlifting,watch_weightlifting,enjoy_weightlifting,hours_weightlifting,pro_weightlifting,play_esports,watch_esports,enjoy_esports,hours_esports,pro_esports,play_skateboarding,watch_skateboarding,enjoy_skateboarding,hours_skateboarding,pro_skateboarding,play_rowing,watch_rowing,enjoy_rowing,hours_rowing,pro_rowing
U0010,27,male,south_asia,5,3,3,2,3,3,2,3,4,3,5,3,3,4,2,5,2,2,5,4,3,171.9,71.6,24.2,13.36,50.5,1,1,10.0,4.2,3,0,0,0.0,0.0,3,1,1,10.0,6.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,0,9.1,4.8,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,0,4.4,4.7,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,9.2,6.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3
U0011,40,female,south_asia,1,3,3,3,5,2,4,3,1,4,4,2,3,3,3,4,1,1,3,5,5,172.4,66.6,22.4,14.9,27.7,1,1,10.0,6.1,3,0,0,0.0,0.0,3,1,1,8.8,5.2,3,0,1,0.0,0.0,3,1,0,3.4,3.7,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,0,8.6,5.1,3,1,1,7.6,3.9,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0012,33,male,north_america,3,1,2,4,3,2,3,2,4,4,2,2,3,2,2,4,3,4,1,5,4,174.4,60.2,19.8,16.11,66.2,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,6.1,3.1,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,0,10.0,5.4,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0013,34,male,north_america,5,4,4,2,4,2,5,2,4,2,5,4,2,2,3,4,3,3,3,2,3,173.0,81.1,27.1,14.64,42.4,1,1,10.0,7.4,3,1,1,7.4,5.0,3,1,1,9.8,4.6,3,0,1,0.0,0.0,3,1,1,4.5,4.4,3,0,1,0.0,0.0,3,1,0,3.7,4.6,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,0,8.8,4.8,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,10.0,5.6,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0014,33,male,africa,4,2,4,4,3,3,4,3,2,2,3,4,5,4,3,3,4,1,2,3,3,178.3,70.7,22.2,13.88,30.6,1,1,10.0,5.4,3,0,1,0.0,0.0,3,1,0,7.7,5.3,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,3.2,4.3,3,1,0,5.5,3.5,3,1,1,7.8,4.6,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,6.5,5.3,3,1,0,6.9,4.2,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0015,35,male,south_asia,5,4,3,4,2,3,2,2,3,3,4,4,3,2,4,3,1,3,3,3,4,177.5,94.9,30.1,16.91,67.9,1,1,10.0,5.7,3,0,1,0.0,0.0,3,1,1,9.9,5.4,3,1,1,8.5,4.9,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,7.3,4.4,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,0,5.3,4.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0016,27,male,south_asia,1,4,3,3,2,3,4,2,3,2,2,2,4,3,3,1,3,2,2,3,4,172.3,91.9,31.0,13.29,58.5,1,1,10.0,5.7,3,1,1,10.0,5.8,3,1,0,6.8,4.5,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,1,1.9,3.8,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,1,4.6,3.8,3,1,0,7.7,4.6,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,0,4.1,4.6,3
U0017,16,female,oceania,3,4,4,5,3,5,3,3,3,3,4,3,5,4,3,5,4,3,4,2,2,172.9,62.0,20.7,19.82,36.0,1,1,10.0,6.6,3,0,1,0.0,0.0,3,1,1,10.0,6.2,3,1,1,8.9,5.6,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,8.9,5.3,3,0,1,0.0,0.0,3,1,1,7.2,5.3,3,0,1,0.0,0.0,3,1,0,7.4,4.7,3,0,0,0.0,0.0,3,1,0,7.2,5.2,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,10.0,6.4,3,0,0,0.0,0.0,3,1,1,10.0,4.9,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0018,36,male,south_asia,4,3,3,2,3,3,2,2,5,3,2,2,3,2,5,3,3,2,1,4,3,176.1,67.2,21.7,15.57,53.2,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,9.2,4.9,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0019,25,female,south_asia,4,4,4,4,2,3,2,2,2,2,4,4,4,2,2,4,4,2,4,2,3,164.2,59.3,22.0,16.42,41.5,1,1,10.0,5.4,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,7.8,4.6,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3
U0020,27,female,south_asia,5,3,4,1,4,4,4,3,2,2,2,4,4,3,2,1,4,2,3,3,4,163.0,51.2,19.3,13.33,32.0,1,1,10.0,5.8,3,1,1,7.4,4.9,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,0,3.7,3.8,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3
U0021,23,male,europe,3,2,2,2,3,2,2,2,3,2,3,4,2,1,2,3,1,3,1,3,4,165.3,60.0,22.0,13.74,53.2,1,1,7.9,5.9,3,1,0,7.7,4.6,3,1,0,3.3,3.9,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,2,0,0,0.0,0.0,2,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,2
U0022,18,male,africa,4,3,4,3,2,4,3,4,4,3,3,3,4,4,2,4,5,5,3,2,4,170.3,96.3,33.2,12.23,69.5,1,1,10.0,5.7,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,10.0,5.7,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,0,7.2,4.1,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,7.5,5.2,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3
U0023,38,female,east_asia,3,2,3,3,4,2,4,3,2,4,5,4,4,5,2,4,2,4,1,2,3,163.0,57.1,21.5,18.79,33.5,1,1,10.0,5.9,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,0,8.8,5.1,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,8.5,5.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3
U0024,34,male,north_america,5,3,1,1,3,2,2,3,4,2,3,5,2,3,2,2,3,3,3,3,2,171.4,105.1,35.8,11.11,47.1,0,1,0.0,0.0,3,1,1,4.5,4.6,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,5.8,4.8,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3
U0025,31,male,south_asia,1,4,3,4,4,4,4,2,4,2,3,3,3,4,2,5,5,2,2,3,4,178.3,99.7,31.4,14.7,81.9,1,1,10.0,6.2,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,7.1,5.1,3,1,0,8.0,4.3,3,0,1,0.0,0.0,3,1,1,8.8,5.1,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,9.3,4.5,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0026,24,female,europe,2,3,2,2,4,3,4,3,2,4,3,3,2,4,1,4,1,3,5,2,1,167.6,35.0,12.5,13.59,44.4,1,1,10.0,6.2,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,9.5,5.4,3,1,0,7.7,4.8,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,2.7,3.3,2,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,0,2.4,2.9,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3
U0027,36,other,europe,1,5,2,3,3,2,3,5,3,3,1,3,3,4,4,3,1,1,3,2,3,160.8,77.7,30.1,14.59,33.6,1,1,10.0,6.2,3,0,1,0.0,0.0,3,1,0,6.2,3.7,3,0,1,0.0,0.0,3,1,0,4.3,4.3,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,0,5.5,4.4,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,9.4,4.9,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,1,5.5,4.5,3
U0028,28,female,south_asia,4,2,4,3,3,3,1,2,4,1,2,3,5,3,3,4,4,3,3,2,4,158.2,75.2,30.0,13.05,48.5,1,0,9.2,6.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,2,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,7.8,5.2,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,1,1,5.7,4.2,3,0,0,0.0,0.0,3
U0029,25,male,south_asia,2,4,2,4,2,4,2,4,3,2,3,3,3,3,4,2,5,2,3,2,3,184.5,75.4,22.2,12.69,56.7,1,1,10.0,5.9,3,0,1,0.0,0.0,3,1,1,10.0,5.8,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,0,7.1,3.6,3,0,1,0.0,0.0,3
U0030,25,female,europe,2,4,2,4,3,3,3,3,4,5,4,4,5,5,3,3,2,4,4,3,3,161.1,46.8,18.0,21.7,29.2,1,1,10.0,7.0,3,1,0,8.5,5.3,3,1,1,10.0,5.9,3,0,1,0.0,0.0,3,1,0,7.6,4.8,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,1,8.5,5.5,3,0,0,0.0,0.0,3,1,1,10.0,5.9,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,1,0,9.5,4.6,3,1,1,10.0,6.1,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3
U0031,19,female,south_asia,5,4,3,4,2,3,2,4,3,3,4,4,3,4,4,3,3,3,2,2,1,154.2,59.9,25.2,16.36,56.9,1,1,9.9,5.8,3,1,0,8.6,5.5,3,1,1,9.1,3.7,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,5.9,4.9,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,1,8.6,5.0,3,1,1,7.8,5.5,3,0,0,0.0,0.0,3,1,1,6.3,4.5,3
U0032,15,male,north_america,2,2,4,4,1,3,3,4,4,3,4,3,2,3,4,3,3,3,4,2,3,172.3,65.6,22.1,15.1,57.4,1,1,10.0,6.5,3,1,1,9.1,5.2,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,1,0,6.3,4.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,1,1,5.8,4.4,3,1,1,8.6,4.9,3,1,0,6.2,4.6,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3,0,0,0.0,0.0,3,0,1,0.0,0.0,3,0,0,0.0,0.0,3
